"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6"
"f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_ult1","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var42","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_ult13","num_med_var22_ult3","abs_f_diff_saldo_var5_30","max.saldo","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var39_comer_ult1","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","num_meses_var39_vig_ult3","saldo_var30","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.821464","0.803892","0.826304","0.802072","0.81462","0.819582"
"saldo_medio_var5_hace2","saldo_medio_var5_hace3","saldo_var8","num_med_var45_ult3","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","var36","var38","saldo_var42","num_var45_hace2","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var15","imp_trans_var37_ult1","abs_f_diff_saldo_medio_var5_ult13","new_num_var30_0","new_ftr_ult1_ult3_ratio_num_var45","num_of_used","new_ind_var5_0","saldo_medio_var5_ult1","0.821723","0.826906","0.835928","0.822103","0.83668","0.805553"
"saldo_medio_var8_ult3","new_num_group5_prcnt","f_diff_num_var45_ult13","new_num_prcnt","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_38","num_of_used","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult3","ind_var5","saldo_medio_var5_hace2","num_var30","var15","new_ind_var30_0","new_num_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var30_4","nonzerocount.num","nonzerocount.saldo","0.828991","0.838621","0.832533","0.82307","0.834742","0.824856"
"saldo_medio_var8_ult3","num_var35","imp_op_var41_ult1","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace3","f_diff_var_15_var_36_less_60","num_var5","new_ind_sum","f_diff_num_var30_4","saldo_medio_var5_hace3","num_of_used","var38","ind_comb_rank","saldo_medio_var5_ult3","num_meses_var39_vig_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_quantile_diff_1","f_diff_var_15_var_36_rank","imp_var43_emit_ult1","f_num_non_zero_sum_ind","0.837692","0.836085","0.835049","0.813686","0.812222","0.822749"
"num_meses_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","sald0_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","num_var45_ult1","var15","num_meses_var39_vig_ult3","num_var35","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var5_0","f_diff_var_15_var_36_less_60","f_diff_var_15_larger","num_var30_0","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_group5_sum","new_ind_var30_0","saldo_var30","abs_f_diff_num_var30_4","f_ratio_num_var42_saldo_var42","0.827221","0.825868","0.821493","0.809426","0.818449","0.823419"
"new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var41_efect_ult1","saldo_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","var36","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var43_emit_recib_ult1","new_num_prcnt","f_diff_var_15_var_36_less_60","num_meses_var39_vig_ult3","var15","saldo_medio_var5_hace2","f_diff_num_var30_4","ind_var30","0.824564","0.827602","0.826741","0.812013","0.821791","0.822283"
"abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult1","f_num_non_zero_sum_ind","f_num_3_sum_num","num_var45_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var8","num_quantile_diff_3","new_ind_0_group5_sum","f_diff_num_var43_emit_recib_ult1","var15","num_var4","num_meses_var5_ult3","new_num_group5_prcnt","imp_trans_var37_ult1","saldo_medio_var5_hace2","saldo_var42","f_diff_var_15_var_38","max.saldo","new_num_var5_0","0.83256","0.84071","0.836643","0.824609","0.83478","0.808535"
"num_meses_var5_ult3","saldo_var30","ind_comb_rank","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_num_var22_ult3_num_med_var45_ult3","num_var30","new_num_var5_0","new_ind_sum","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var42","saldo_medio_var5_ult1","num_var35","var36","var15","new_num_group5_prcnt","abs_f_ratio_num_var30_saldo_var30","0.829568","0.824808","0.823734","0.807529","0.818058","0.805527"
"saldo_var30","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_cutpoint_smaller","imp_op_var39_comer_ult1","new_num_var5_0","saldo_medio_var5_hace3","imp_trans_var37_ult1","num_var45_ult3","nonzerocount.saldo","f_diff_var_15_var_38","f_ratio_num_var42_saldo_var42","max.saldo","f_num_3_sum_num","sald0_quantile_diff_1","saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","0.8335","0.81223","0.830003","0.818619","0.823633","0.81633"
"f_diff_var_15_var_36_cutpoint_smaller","new_ind_sum","f_num_non_zero_sum_ind","f_diff_imp_op_var41_efect_ult13","f_ratio_num_var42_saldo_var42","num_meses_var5_ult3","saldo_medio_var5_hace2","num_var35","f_diff_var_15_larger","saldo_var42","abs_f_diff_saldo_var5_30","abs_f_diff_imp_op_var41_efect_comer_ult1","max.saldo","var15","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","abs_f_diff_num_var30_4","new_num_sum","f_num_quan_70_sum_saldo","0.838611","0.83924","0.81159","0.815674","0.835724","0.826414"
"new_ind_var30_0","imp_op_var39_efect_ult3","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_ult13","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_ult13","num_of_used","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_quantile_diff_3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","ind_comb_rank","f_diff_var_15_var_36_less_60","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult3","num_var45_hace3","num_meses_var5_ult3","abs_f_ratio_num_var30_saldo_var30","0.81321","0.802444","0.826165","0.804644","0.817786","0.814736"
"f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var22","nonzerocount.saldo","sald0_quantile_diff_3","f_diff_var_15_var_36_less_60","num_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","num_var45_hace2","f_diff_imp_op_var41_efect_comer_ult1","num_var45_ult3","num_var35","max.saldo","f_num_quan_70_sum_imp","var15","ind_var5","imp_op_var39_comer_ult3","num_var42","0.831998","0.822599","0.824366","0.810174","0.815317","0.806583"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_comer_ult1","num_var30","nonzerocount.num","new_num_var30_0","var15","saldo_medio_var8_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","sald0_quantile_diff_2","num_of_used","f_diff_var_15_var_38","f_diff_imp_op_var41_comer_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var42","ind_var30","f_diff_var_15_var_36_rank","max.saldo","saldo_var42","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","0.832695","0.830122","0.82771","0.816258","0.831407","0.825918"
"num_var4","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_comb_rank","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_var43_emit_ult1","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_hace3","num_var30","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_med_var22_ult3","abs_f_diff_saldo_var5_30","f_diff_var_15_larger","f_diff_var_15_var_38","f_diff_num_var45_ult13","sald0_quantile_diff_3","abs_f_ratio_num_var30_saldo_var30","f_num_3_sum_num","num_med_var45_ult3","0.839035","0.830209","0.836931","0.821712","0.821673","0.830067"
"num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var39_efect_ult1","ind_var30","var15","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace2","num_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","ind_var5","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_num_var30_4","new_ind_var5_0","sald0_quantile_diff_2","saldo_var42","num_var22_ult3","0.832899","0.810256","0.830525","0.813782","0.82708","0.823457"
"f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","num_var42","saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","num_var45_ult1","saldo_medio_var5_ult1","num_quantile_diff_3","var36","num_var30","f_diff_imp_op_var41_efect_comer_ult1","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_3_sum_num","ind_var30","f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","f_diff_imp_op_var41_comer_ult13","num_var5","num_var45_hace3","0.834667","0.821307","0.83201","0.808429","0.825077","0.821144"
"saldo_medio_var5_ult3","ind_var5","f_diff_var_15_var_36_cutpoint_smaller","n0","new_num_group5_prcnt","f_diff_var_15_var_36_less_60","sald0_quantile_diff_3","imp_op_var39_ult1","abs_f_ratio_num_var5_saldo_var5","num_quantile_diff_3","new_ind_var30_0","saldo_var5","new_num_sum","abs_f_ratio_num_var30_saldo_var30","num_meses_var39_vig_ult3","new_num_var8_0","f_ratio_num_var42_saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var22_ult3","f_diff_var_15_larger","0.830526","0.818122","0.826819","0.808004","0.813889","0.817483"
"saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_ult13","saldo_var30","new_ind_var30_0","imp_op_var39_efect_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_var5_0","f_diff_var_15_var_36_rank","f_diff_var_15_larger","new_ind_sum","new_num_prcnt","new_num_var30_0","num_of_used","ind_comb_rank","abs_f_ratio_num_var30_saldo_var30","abs_f_ratio_num_var5_saldo_var5","num_var22_ult3","num_meses_var5_ult3","f_ratio_num_var42_saldo_var42","0.822582","0.816844","0.820414","0.807795","0.813798","0.804829"
"var15","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var4","new_ind_0_group5_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","ind_var30","saldo_medio_var5_ult3","new_ind_sum","saldo_medio_var8_ult1","num_meses_var39_vig_ult3","num_var35","imp_op_var41_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","imp_op_var41_efect_ult1","num_var22_ult1","new_num_group5_prcnt","abs_f_diff_num_var30_4","max.saldo","num_med_var45_ult3","0.836603","0.823713","0.813132","0.811502","0.831499","0.822163"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var5","saldo_medio_var5_hace3","num_var35","saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_num_var30_4","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","new_num_group5_sum","num_var22_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_trans_var37_ult1","imp_ent_var16_ult1","f_diff_var_15_var_36_rank","ind_comb_rank","saldo_var42","num_meses_var39_vig_ult3","0.821419","0.823787","0.825043","0.806894","0.831647","0.804022"
"new_num_0_group5_sum","new_num_group5_prcnt","f_diff_num_var30_4","var15","f_num_quan_70_sum_saldo","new_num_group5_sum","num_meses_var5_ult3","imp_op_var41_efect_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","num_meses_var39_vig_ult3","imp_op_var39_efect_ult3","sald0_quantile_diff_1","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_ult1","ind_var5","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_30","num_of_used","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.818875","0.836896","0.83181","0.800655","0.831117","0.8257"
"f_diff_imp_op_var41_efect_ult13","new_ind_var30_0","saldo_var8","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","num_var45_ult3","f_diff_var_15_var_36_rank","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var41_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var5","num_var35","f_num_quan_70_sum_saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","var15","new_num_prcnt","num_var45_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.834358","0.835641","0.830064","0.818254","0.828191","0.824137"
"new_ind_group5_sum","f_diff_var_15_var_36_less_60","num_med_var45_ult3","new_num_var5_0","nonzerocount.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_comb_rank","var15","ind_var5","saldo_medio_var5_hace3","f_diff_num_var30_4","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","num_var22_hace3","new_ind_sum","num_var42","num_var22_ult3","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_1","0.8312","0.827511","0.819176","0.810298","0.818326","0.805306"
"var15","num_var5","abs_f_diff_num_var30_4","f_num_3_sum_num","saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","f_diff_var_15_larger","num_var35","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var5","new_num_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38","abs_f_diff_saldo_var5_30","max.saldo","new_ind_sum","0.831782","0.828876","0.822752","0.820356","0.835608","0.825163"
"f_diff_var_15_larger","f_diff_num_var22_ult3_num_med_var45_ult3","max.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_0_group5_sum","new_ind_group5_sum","f_diff_saldo_medio_var5_8_ult11","var36","new_ind_var5_0","var38","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_cutpoint_smaller","saldo_var5","f_diff_var_15_var_36_less_60","n0","num_var45_ult3","saldo_medio_var5_hace3","imp_trans_var37_ult1","saldo_var42","sald0_quantile_diff_3","0.835621","0.835293","0.829541","0.803161","0.813748","0.82144"
"num_meses_var39_vig_ult3","f_diff_var_15_var_36_less_60","new_ind_group5_sum","ind_comb_rank","f_diff_imp_op_var41_efect_comer_ult1","num_var45_ult3","new_num_sum","num_var5","ind_var30","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","num_quantile_diff_1","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var30_saldo_var30","saldo_var42","num_meses_var5_ult3","new_num_prcnt","0.815154","0.820036","0.820051","0.801201","0.823008","0.811299"
"new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_medio_var5_ult13","saldo_var30","num_var5","imp_op_var39_ult1","abs_f_ratio_num_var5_saldo_var5","num_var4","abs_f_diff_saldo_var5_30","imp_trans_var37_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","0.819831","0.816339","0.829172","0.810978","0.814374","0.807436"
"num_var4","saldo_var5","ind_var5","new_num_group5_sum","saldo_medio_var5_ult3","new_num_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","num_var22_hace3","new_ind_group5_sum","nonzerocount.num","new_num_prcnt","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var41_ult1","saldo_medio_var5_hace3","f_diff_var_15_larger","0.831163","0.831582","0.827891","0.817144","0.810848","0.817315"
"nonzerocount.num","saldo_var42","imp_op_var39_comer_ult3","f_diff_saldo_medio_var5_8_ult11","new_num_prcnt","new_ind_var30_0","new_num_var5_0","num_quantile_diff_3","num_var45_hace3","sald0_quantile_diff_2","f_diff_var_15_var_36_less_60","new_ind_group5_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_num_3_sum_num","new_ind_sum","f_num_quan_70_sum_saldo","new_num_sum","nonzerocount.saldo","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","0.8221","0.818983","0.814707","0.804923","0.817416","0.800891"
"new_num_sum","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_less_60","new_ind_sum","var15","f_diff_num_var30_4","f_num_quan_70_sum_saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_of_used","num_var42","new_num_var5_0","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var39_comer_ult1","saldo_var42","saldo_medio_var5_ult3","saldo_var5","num_var22_hace3","abs_f_ratio_num_var5_saldo_var5","imp_op_var41_efect_ult3","0.82162","0.821938","0.818679","0.80996","0.819526","0.818577"
"f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","saldo_medio_var8_ult1","saldo_medio_var5_hace2","saldo_var30","num_var5","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15","max.saldo","num_meses_var5_ult3","f_diff_var_15_larger","imp_trans_var37_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","abs_f_diff_num_var30_4","new_num_group5_sum","imp_op_var41_ult1","0.823537","0.829969","0.820049","0.811985","0.817587","0.814903"
"num_var4","saldo_var30","num_var45_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","f_diff_var_15_var_36_less_60","abs_f_diff_num_var30_4","f_diff_num_var22_ult3_num_med_var45_ult3","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_non_zero_sum_ind","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_hace3","n0","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace3","num_of_used","var36","new_ind_sum","0.829299","0.819012","0.817622","0.806141","0.816864","0.811035"
"new_num_group5_sum","f_diff_var_15_var_38","num_var30","f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_hace3","f_diff_num_var30_4","saldo_var42","num_med_var22_ult3","sald0_quantile_diff_3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_ratio_num_var5_saldo_var5","new_num_group5_prcnt","saldo_medio_var5_hace3","num_var5","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","imp_op_var41_efect_ult1","f_diff_var_15_var_36_less_60","0.803798","0.821217","0.802175","0.807001","0.819386","0.806197"
"new_ind_var30_0","f_diff_var_15_var_36_rank","var15","nonzerocount.saldo","new_ind_sum","abs_f_diff_saldo_medio_var5_ult13","num_var45_hace3","f_diff_num_var30_4","f_num_quan_70_sum_saldo","abs_f_ratio_num_var5_saldo_var5","imp_op_var41_ult1","abs_f_diff_num_var30_4","saldo_medio_var5_ult1","imp_op_var41_comer_ult1","new_ind_0_group5_sum","f_diff_var_15_var_38","num_var35","num_var5","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","0.838766","0.826202","0.817465","0.823951","0.83251","0.827564"
"f_diff_saldo_medio_var5_ult13","ind_comb_rank","ind_var30","new_num_prcnt","saldo_var8","abs_f_diff_saldo_var5_30","new_num_group5_prcnt","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","var15","saldo_medio_var5_ult1","max.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_1","num_quantile_diff_1","f_diff_var_15_larger","saldo_var30","n0","0.824363","0.826625","0.824592","0.810656","0.820148","0.821084"
"var15","saldo_medio_var5_hace3","num_var5","f_diff_saldo_medio_var5_ult13","new_num_group5_prcnt","max.saldo","new_ind_group5_sum","num_of_used","f_num_non_zero_sum_ind","sald0_quantile_diff_3","abs_f_diff_saldo_var5_30","imp_trans_var37_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_efect_ult1","imp_op_var41_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_rank","saldo_medio_var5_hace2","f_diff_num_var30_4","0.829624","0.822485","0.825463","0.808772","0.830914","0.812661"
"num_quantile_diff_3","var36","f_num_non_zero_sum_ind","saldo_medio_var5_ult3","new_ind_group5_sum","imp_trans_var37_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","imp_op_var39_efect_ult1","abs_f_diff_saldo_medio_var5_8_ult11","f_num_3_sum_num","num_meses_var5_ult3","f_diff_num_var30_4","saldo_var30","new_num_prcnt","ind_var5","num_var30","var15","abs_f_diff_num_var30_4","nonzerocount.saldo","0.828182","0.829186","0.818937","0.814602","0.824934","0.822321"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","saldo_var5","ind_var30","new_ind_0_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","new_num_var30_0","var15","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_rank","abs_f_ratio_num_var5_saldo_var5","imp_op_var41_ult1","f_diff_var_15_var_36_less_60","num_quantile_diff_3","num_meses_var39_vig_ult3","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_1","new_ftr_ult1_ult3_ratio_num_var22","0.828376","0.827385","0.832181","0.81304","0.817581","0.806352"
"var15","var38","abs_f_diff_saldo_var5_30","ind_var30","imp_op_var41_efect_ult3","abs_f_diff_num_var30_4","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","saldo_medio_var5_hace2","num_var45_ult3","max.saldo","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_ult1","var36","sald0_quantile_diff_2","abs_f_ratio_num_var5_saldo_var5","f_diff_num_var45_ult13","abs_f_ratio_num_var30_saldo_var30","0.839787","0.829863","0.832027","0.819708","0.822291","0.830186"
"num_var45_hace2","f_diff_var_15_var_36_less_60","new_num_prcnt","num_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","new_num_group5_prcnt","abs_f_diff_num_var30_4","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","num_var42","new_ftr_ult1_ult3_ratio_num_var45","saldo_var30","var15","saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","num_of_used","nonzerocount.num","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var30","0.83436","0.842556","0.826193","0.814326","0.836199","0.827652"
"f_diff_var_15_var_38","f_diff_var_15_var_36_rank","new_ind_var30_0","saldo_var42","new_ftr_ult1_ult3_ratio_num_var45","new_ind_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_efect_ult1","num_meses_var5_ult3","new_ind_sum","ind_comb_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace3","n0","f_diff_var_15_larger","saldo_var5","max.saldo","num_quantile_diff_1","f_diff_var_15_var_36_cutpoint_smaller","0.838995","0.820991","0.811283","0.826736","0.813016","0.81685"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var30_4","new_num_var5_0","max.saldo","num_meses_var39_vig_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","num_var30","f_num_non_zero_sum_ind","ind_comb_rank","num_var42","f_diff_var_15_var_36_less_60","new_num_group5_sum","f_diff_num_var45_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","num_var22_ult3","var15","num_quantile_diff_3","0.823313","0.831622","0.828945","0.808802","0.826686","0.804174"
"new_num_var30_0","var36","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_larger","nonzerocount.saldo","num_var45_ult3","f_diff_var_15_var_36_less_60","ind_var30","saldo_medio_var5_hace2","f_diff_num_var30_4","num_meses_var39_vig_ult3","num_var35","var15","f_diff_var_15_var_38","num_var42","new_num_group5_sum","abs_f_diff_saldo_var5_42","imp_op_var41_comer_ult3","ind_comb_rank","abs_f_diff_imp_op_var41_efect_comer_ult1","0.820163","0.82715","0.834872","0.810872","0.835901","0.829406"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_med_var22_ult3","num_var22_hace3","saldo_medio_var5_hace3","var38","imp_op_var41_comer_ult1","new_ftr_ult1_ult3_ratio_num_var45","n0","num_var5","f_diff_var_15_var_36_cutpoint_smaller","ind_comb_rank","f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","num_var45_hace3","0.81404","0.833975","0.832156","0.803054","0.819686","0.821819"
