"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"var36","var15","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","saldo_var42","imp_op_var39_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_sum","num_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","imp_trans_var37_ult1","num_meses_var5_ult3","var38_ratio","saldo_medio_var8_ult1","f_num_quan_70_sum_saldo","nonzerocount.saldo","num_var30","f_diff_var_15_var_38","f_diff_num_var30_4","ind_comb_rank","num_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var37","ind_var30","0.841312","0.818101","0.837223","0.812625","0.834979","0.820554","0.816063","0.825908","0.833282","0.847574"
"sald0_quantile_diff_2","f_diff_num_var30_4","new_ind_var30_0","f_diff_var_15_var_36_rank","imp_op_var41_ult1","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","num_meses_var39_vig_ult3","abs_f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var45","imp_op_var41_comer_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var5","f_diff_var_15_var_38","f_num_3_sum_num","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_quantile_diff_3","ind_var5","n0","f_num_quan_70_sum_imp","var15_ratio","saldo_var30","ind_var30","var38","num_var45_ult3","sald0_quantile_diff_1","var36","max.saldo","imp_op_var41_efect_ult3","0.835563","0.835634","0.83788","0.821146","0.823432","0.830492","0.838498","0.819201","0.825692","0.849964"
"f_diff_var_15_var_36_rank","new_num_var30_0","num_var30","new_ind_var5_0","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_prcnt","saldo_medio_var5_ult1","num_var45_ult1","f_diff_num_var30_4","imp_op_var41_efect_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_med_var22_ult3","saldo_var30","f_num_3_sum_num","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_comb_rank","abs_f_diff_saldo_var5_30","f_diff_imp_op_var41_comer_ult13","num_var5","new_ftr_ult1_ult3_ratio_num_var45","num_quantile_diff_3","new_ind_var30_0","imp_op_var39_comer_ult3","saldo_var5","var15","var38_ratio","0.841281","0.84387","0.822724","0.827639","0.817488","0.833203","0.841417","0.811331","0.836458","0.847781"
"abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_rank","var15","new_ind_group5_sum","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var5","new_num_var8_0","f_diff_saldo_medio_var5_ult13","var15_ratio","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_ult13","ind_comb_rank","f_num_quan_70_sum_saldo","n0","sald0_quantile_diff_2","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","imp_var43_emit_ult1","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var42","num_var35","num_meses_var5_ult3","imp_op_var41_efect_ult3","new_ind_var5_0","new_num_var30_0","var38","0.841453","0.843109","0.835788","0.824957","0.813405","0.808168","0.839318","0.800896","0.833102","0.848925"
"saldo_var37","new_ftr_ult1_ult3_ratio_num_var45","f_diff_num_var30_4","f_diff_num_var45_ult13","ind_comb_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var39_efect_ult1","nonzerocount.num","num_var35","f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_3_sum_num","new_ind_0_group5_sum","f_diff_var_15_larger","imp_trans_var37_ult1","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult1","saldo_var42","abs_f_diff_saldo_var5_42","num_med_var45_ult3","saldo_medio_var5_hace3","var15_ratio","num_meses_var5_ult3","num_var45_ult3","num_of_used","num_var45_ult1","imp_ent_var16_ult1","ind_var5","0.833079","0.836162","0.830599","0.815892","0.830565","0.823659","0.817705","0.8004","0.826285","0.839527"
"saldo_medio_var5_ult1","num_med_var45_ult3","num_var45_ult3","new_num_var5_0","abs_f_diff_num_var30_4","new_num_group5_prcnt","num_var5","num_quantile_diff_3","num_var45_hace2","num_of_used","new_ind_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","f_num_quan_70_sum_saldo","new_ftr_ult1_ult3_ratio_saldo_medio_var5","max.saldo","imp_op_var39_comer_ult3","saldo_var42","num_var42","f_diff_var_15_var_36_less_60","saldo_var30","abs_f_ratio_num_var30_saldo_var30","var15","num_var45_ult1","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var4","num_var22_hace2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","f_diff_var_15_var_36_rank","0.830291","0.822438","0.825915","0.807395","0.820203","0.809924","0.829834","0.806269","0.817785","0.832604"
"num_of_used","num_var22_hace3","new_ind_sum","new_num_var30_0","abs_f_ratio_num_var30_saldo_var30","f_diff_imp_op_var41_efect_comer_ult1","num_quantile_diff_3","new_ind_var30_0","abs_f_diff_saldo_medio_var5_ult13","saldo_var30","new_num_prcnt","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","var15","imp_op_var41_efect_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","new_ftr_ult1_ult3_ratio_num_var22","imp_op_var41_ult1","new_ind_group5_sum","num_var22_ult1","imp_op_var39_comer_ult1","saldo_medio_var5_hace3","ind_var30","num_meses_var5_ult3","new_num_var5_0","abs_f_ratio_num_var5_saldo_var5","imp_op_var41_comer_ult3","0.836523","0.832183","0.835015","0.823364","0.833298","0.823266","0.841549","0.827811","0.828518","0.849028"
"f_diff_saldo_medio_var5_ult13","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","saldo_medio_var5_ult3","num_var22_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_less_60","f_diff_var_15_larger","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_hace2","new_num_sum","f_num_3_sum_num","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","new_ind_group5_sum","sald0_quantile_diff_3","var36","f_diff_var_15_var_38","f_diff_imp_op_var41_comer_ult13","ind_var30","imp_op_var41_ult1","0.841971","0.825955","0.822592","0.821834","0.837529","0.829728","0.838417","0.809286","0.835844","0.84744"
"new_ind_var5_0","num_var45_hace2","var15_ratio","f_diff_var_15_var_36_rank","new_num_prcnt","num_var30","f_diff_saldo_medio_var5_ult13","imp_op_var41_ult1","new_num_sum","saldo_medio_var5_hace2","new_num_var30_0","abs_f_diff_num_var30_4","num_var45_ult1","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var5","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_3","num_var4","ind_comb_rank","new_num_group5_prcnt","new_ind_sum","num_var5","num_var22_ult1","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","max.saldo","0.821763","0.822283","0.830668","0.803388","0.819693","0.820241","0.828402","0.817764","0.825173","0.828566"
"saldo_medio_var5_hace2","max.saldo","saldo_var30","saldo_var5","num_var45_ult3","num_var5","var36","f_diff_saldo_medio_var5_ult13","new_ind_0_group5_sum","sald0_quantile_diff_2","saldo_medio_var5_ult3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_ult1","new_num_group5_sum","var38","abs_f_diff_num_var30_4","n0","num_var42","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","num_of_used","num_var35","new_num_group5_prcnt","num_var22_ult1","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.839371","0.839888","0.840407","0.827216","0.838788","0.828588","0.835937","0.803422","0.834832","0.845172"
"f_diff_var_15_var_36_less_60","num_var30","new_ind_group5_sum","num_of_used","imp_op_var41_comer_ult1","saldo_medio_var5_hace2","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_meses_var39_vig_ult3","num_var45_ult3","f_num_3_sum_num","ind_var30","imp_op_var41_ult1","ind_var5","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_hace3","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var8_ult3","ind_comb_rank","new_num_group5_sum","num_var22_hace2","var15_ratio","sald0_quantile_diff_1","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_num_var30_4","f_diff_num_var30_4","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","0.842823","0.831986","0.838583","0.821462","0.838295","0.831487","0.822786","0.816481","0.834015","0.841126"
"num_var45_ult3","f_num_non_zero_sum_ind","num_meses_var5_ult3","num_var35","ind_var30","f_diff_var_15_var_38","var38","abs_f_ratio_num_var30_saldo_var30","num_of_used","num_var30","saldo_medio_var8_ult3","saldo_var5","var38_ratio","new_ind_var30_0","saldo_var42","f_diff_var_15_var_36_rank","saldo_var8","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","n0","imp_op_var41_ult1","new_num_var30_0","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","num_meses_var39_vig_ult3","num_var4","saldo_var37","f_diff_num_var45_ult13","num_var45_hace2","0.840843","0.840005","0.838947","0.813459","0.835344","0.802913","0.835047","0.811532","0.832795","0.843712"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_quantile_diff_1","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var8_ult1","var36","new_num_group5_prcnt","saldo_medio_var5_hace3","num_var22_ult1","new_num_var5_0","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_30","num_var42","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_ult13","n0","f_diff_var_15_var_36_rank","f_diff_var_15_var_36_less_60","abs_f_diff_num_var22_ult3_num_med_var45_ult3","ind_comb_rank","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","ind_var30","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var5","var38_ratio","new_num_sum","abs_f_diff_imp_op_var41_efect_comer_ult1","0.839706","0.808943","0.805465","0.823807","0.826738","0.812339","0.83592","0.809402","0.829647","0.830538"
"f_diff_num_var30_4","new_num_group5_prcnt","abs_f_diff_num_var22_ult3_num_med_var45_ult3","var15","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_imp_op_var41_comer_ult13","f_num_3_sum_num","f_diff_var_15_var_36_less_60","num_meses_var39_vig_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","f_diff_var_15_var_36_cutpoint_smaller","num_var45_hace3","new_num_group5_sum","saldo_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var5","imp_trans_var37_ult1","new_num_sum","f_ratio_num_var42_saldo_var42","num_med_var22_ult3","saldo_medio_var5_ult3","num_var22_ult3","f_diff_var_15_larger","abs_f_ratio_num_var30_saldo_var30","num_var22_hace2","nonzerocount.num","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","0.836597","0.834355","0.825728","0.808616","0.818709","0.823902","0.833731","0.806228","0.828977","0.826888"
"var38","num_var42","var15","sald0_quantile_diff_1","num_var45_hace2","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","new_ind_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_num_var30_4","num_var22_ult1","new_num_group5_prcnt","max.saldo","f_ratio_num_var42_saldo_var42","n0","new_ind_var30_0","num_var45_hace3","new_ftr_ult1_ult3_ratio_num_var45","new_num_var30_0","f_diff_imp_op_var41_efect_comer_ult1","new_num_sum","nonzerocount.saldo","num_med_var45_ult3","num_var45_ult3","new_num_group5_sum","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_8_ult11","num_var30","num_meses_var5_ult3","0.841618","0.827664","0.82138","0.818414","0.83817","0.831232","0.839344","0.82742","0.830003","0.847387"
"saldo_var37","f_diff_imp_op_var39_comer_ult13","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_3","abs_f_ratio_num_var5_saldo_var5","num_var22_ult1","var15_ratio","num_var45_ult1","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_rank","var15","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_quantile_diff_3","saldo_var30","abs_f_ratio_num_var30_saldo_var30","new_ind_sum","f_diff_var_15_var_36_cutpoint_smaller","num_var35","num_of_used","abs_f_diff_num_var30_4","max.saldo","var38","new_num_var5_0","new_ind_group5_sum","0.824341","0.840646","0.839309","0.823583","0.838347","0.830692","0.833456","0.826386","0.834111","0.845492"
"var15","f_num_quan_70_sum_saldo","sald0_quantile_diff_3","num_of_used","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_var5_0","nonzerocount.num","nonzerocount.saldo","var15_ratio","abs_f_diff_num_var30_4","new_num_prcnt","num_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var30_saldo_var30","num_meses_var5_ult3","abs_f_diff_saldo_var5_42","imp_trans_var37_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","saldo_medio_var5_hace3","new_ind_var30_0","max.saldo","num_var4","num_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","var38_ratio","num_var22_hace2","num_var30","num_quantile_diff_3","f_diff_imp_op_var39_comer_ult13","0.844095","0.839996","0.817091","0.823143","0.835645","0.831571","0.83953","0.81063","0.8331","0.848366"
"num_var45_hace3","ind_var5","num_meses_var5_ult3","f_num_3_sum_num","num_var30_0","new_num_sum","saldo_medio_var5_ult3","saldo_medio_var5_hace3","num_of_used","var38","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","num_quantile_diff_1","new_num_prcnt","f_diff_saldo_medio_var5_ult13","num_var5","new_ind_var30_0","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_group5_sum","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult3","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","num_var45_hace2","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","f_diff_var_15_var_38","0.840401","0.835211","0.838367","0.821876","0.831448","0.829052","0.835481","0.824399","0.820754","0.846139"
"abs_f_ratio_num_var30_saldo_var30","saldo_var5","new_num_var5_0","f_ratio_num_var42_saldo_var42","var15_ratio","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","imp_op_var41_efect_ult3","f_diff_var_15_var_38","new_ind_var5_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","sald0_quantile_diff_2","imp_op_var41_efect_ult1","new_ind_group5_sum","sald0_quantile_diff_1","var36","new_ind_var30_0","n0","saldo_var30","sald0_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","var38_ratio","abs_f_ratio_num_var5_saldo_var5","f_num_non_zero_sum_ind","num_var35","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace2","saldo_medio_var5_hace3","f_diff_num_var30_4","0.84037","0.841809","0.837802","0.8219","0.821202","0.83181","0.836854","0.826003","0.826798","0.84861"
"var38_ratio","new_num_sum","num_of_used","saldo_medio_var5_hace3","num_meses_var5_ult3","sald0_quantile_diff_2","ind_var30","saldo_medio_var8_ult3","imp_op_var39_comer_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult3","saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","num_var45_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","n0","num_var22_ult3","ind_var5","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_ult13","num_med_var22_ult3","num_quantile_diff_1","var15_ratio","f_diff_saldo_medio_var5_8_ult11","var15","num_var5","0.836755","0.830079","0.837511","0.820757","0.836342","0.83112","0.839191","0.827416","0.836619","0.840674"
"f_diff_saldo_medio_var5_8_ult11","num_var30","saldo_medio_var5_ult1","new_num_sum","f_diff_var_15_var_36_less_60","f_diff_num_var45_ult13","var36","var38","num_var22_ult1","num_meses_var39_vig_ult3","var15","abs_f_ratio_num_var5_saldo_var5","num_med_var22_ult3","f_diff_var_15_var_38","new_num_var30_0","num_med_var45_ult3","new_ind_group5_sum","ind_comb_rank","abs_f_diff_saldo_var5_30","new_num_group5_sum","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","num_var45_hace2","f_num_non_zero_sum_ind","max.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_comer_ult3","n0","0.825544","0.842999","0.839387","0.805597","0.836823","0.809664","0.839969","0.825828","0.836293","0.847124"
"imp_op_var41_ult1","abs_f_diff_num_var30_4","ind_comb_rank","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_sum","num_var45_hace3","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_of_used","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","var15","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace2","ind_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var8","sald0_quantile_diff_2","new_num_group5_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","num_var22_ult3","num_var30","n0","var15_ratio","ind_var30","saldo_var5","var38","nonzerocount.num","0.841544","0.829037","0.810012","0.802518","0.838286","0.807132","0.802951","0.825532","0.834099","0.823084"
"new_ind_sum","imp_op_var41_ult1","f_diff_var_15_var_38","f_diff_num_var43_emit_recib_ult1","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","saldo_var30","saldo_medio_var8_ult3","var15","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_sum","nonzerocount.saldo","num_quantile_diff_3","new_ind_var30_0","n0","saldo_medio_var5_ult3","saldo_var37","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_3","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_rank","f_ratio_num_var42_saldo_var42","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var30_4","num_var45_ult3","nonzerocount.num","f_num_quan_70_sum_imp","0.826601","0.837139","0.818979","0.825582","0.819907","0.830432","0.839901","0.809297","0.836161","0.832417"
"abs_f_diff_num_var30_4","num_var22_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","new_num_group5_sum","f_diff_num_var30_4","new_num_var5_0","saldo_medio_var5_hace2","ind_var5","saldo_medio_var5_hace3","new_ind_var30_0","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var45_ult13","num_var4","new_ind_var5_0","f_diff_var_15_var_38","saldo_var8","var36","new_num_prcnt","f_num_quan_70_sum_saldo","num_var45_hace2","f_diff_saldo_medio_var5_8_ult11","saldo_var42","imp_op_var39_ult1","num_quantile_diff_1","saldo_medio_var8_ult3","f_diff_saldo_medio_var5_ult13","new_ind_0_group5_sum","0.81879","0.809709","0.839616","0.82709","0.835953","0.828574","0.835964","0.823121","0.832478","0.808964"
"var15_ratio","saldo_var30","new_ind_sum","nonzerocount.saldo","num_var22_ult1","saldo_var5","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_2","sald0_quantile_diff_1","ind_var30","num_var35","saldo_medio_var5_ult1","new_num_sum","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","num_meses_var5_ult3","n0","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var8_ult1","new_ind_var30_0","new_ind_var5_0","nonzerocount.num","num_of_used","imp_op_var41_efect_ult3","ind_var5","new_num_prcnt","new_num_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","num_med_var22_ult3","0.828896","0.831021","0.82688","0.812289","0.827776","0.81914","0.822575","0.820319","0.817331","0.834719"
"f_num_non_zero_sum_ind","saldo_medio_var5_ult3","nonzerocount.num","abs_f_ratio_num_var5_saldo_var5","new_ind_group5_sum","saldo_medio_var8_ult3","num_var5","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","new_ind_0_group5_sum","num_var45_ult1","new_ind_var30_0","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","saldo_var30","nonzerocount.saldo","num_var42","f_diff_var_15_var_36_less_60","f_diff_imp_op_var41_efect_comer_ult1","saldo_var8","saldo_var5","f_num_quan_70_sum_saldo","f_diff_num_var30_4","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_of_used","new_ind_sum","imp_op_var39_comer_ult3","0.827148","0.823373","0.825128","0.812618","0.820276","0.821969","0.81929","0.816308","0.818569","0.833386"
"ind_var5","new_ftr_ult1_ult3_ratio_num_var22","num_var35","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var5","num_var22_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","var15","saldo_medio_var5_ult3","imp_op_var41_comer_ult1","f_num_3_sum_num","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","n0","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","ind_comb_rank","abs_f_diff_num_var30_4","f_diff_var_15_var_38","ind_var30","max.saldo","abs_f_ratio_num_var30_saldo_var30","num_meses_var5_ult3","new_ind_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","num_of_used","0.824498","0.823274","0.836678","0.824956","0.836869","0.829226","0.839619","0.807211","0.834007","0.840109"
"f_diff_num_var30_4","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","num_quantile_diff_3","new_ind_var30_0","saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","new_num_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","num_var35","f_diff_saldo_medio_var5_ult13","f_num_quan_70_sum_saldo","new_ind_sum","num_med_var22_ult3","n0","num_med_var45_ult3","new_num_group5_sum","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace2","var15","new_num_var30_0","saldo_var8","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var45_ult3","saldo_medio_var5_ult3","var15_ratio","0.837126","0.818482","0.825835","0.812802","0.811949","0.806055","0.824483","0.81572","0.823304","0.828885"
"new_num_prcnt","f_num_non_zero_sum_ind","num_var45_ult1","num_meses_var5_ult3","var15_ratio","f_diff_var_15_larger","saldo_medio_var5_ult3","saldo_var42","imp_op_var39_comer_ult1","abs_f_diff_saldo_var5_30","num_var45_hace2","f_ratio_num_var42_saldo_var42","abs_f_diff_imp_op_var41_efect_comer_ult1","new_ind_var5_0","f_diff_num_var30_4","f_num_3_sum_num","new_num_group5_prcnt","saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","imp_op_var39_efect_ult1","saldo_medio_var5_hace2","ind_comb_rank","num_of_used","num_med_var22_ult3","abs_f_diff_num_var30_4","new_num_sum","abs_f_diff_saldo_medio_var5_ult13","ind_var5","0.841861","0.841611","0.83767","0.826808","0.83772","0.831265","0.838265","0.825783","0.83344","0.848286"
"new_num_group5_prcnt","saldo_medio_var5_ult3","new_ind_group5_sum","sald0_quantile_diff_1","new_ind_var5_0","saldo_var8","new_ftr_ult1_ult3_ratio_num_var22","saldo_var5","saldo_var30","ind_var30","f_diff_imp_op_var41_comer_ult13","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","saldo_medio_var5_hace3","var15","num_var45_hace2","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_8_ult11","num_var22_hace2","num_var4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var22_ult3","imp_op_var39_comer_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_ratio_num_var42_saldo_var42","num_var45_ult1","max.saldo","f_diff_num_var30_4","0.843507","0.843405","0.829877","0.824382","0.817721","0.83092","0.838224","0.824658","0.834361","0.848137"
