"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"sald0_quantile_diff_1","n0","f_ratio_num_var42_saldo_var42","num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var30","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","var15_ratio","saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_group5_prcnt","abs_f_diff_saldo_var5_30","new_num_var30_0","num_quantile_diff_1","new_ind_var5_0","saldo_medio_var5_hace2","num_quantile_diff_3","nonzerocount.saldo","f_diff_var_15_var_38","saldo_medio_var8_ult3","new_num_group5_sum","new_ind_var30_0","new_ind_sum","imp_op_var39_efect_ult3","f_diff_var_15_var_36_rank","saldo_var42","ind_var5","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace2","new_num_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","var15","f_num_non_zero_sum_ind","abs_f_diff_num_var30_4","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","0.8134","0.842344","0.837448","0.801098","0.837611","0.831968","0.840527","0.825649","0.833677","0.848403"
"imp_op_var39_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","var15","f_diff_var_15_var_38","num_var5","new_ind_var30_0","abs_f_diff_saldo_var5_30","f_ratio_num_var42_saldo_var42","num_meses_var5_ult3","saldo_medio_var5_ult1","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","f_num_3_sum_num","max.saldo","new_ind_group5_sum","num_var45_ult1","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_trans_var37_ult1","new_num_prcnt","imp_op_var39_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","saldo_var30","num_var22_ult3","saldo_medio_var5_ult3","saldo_var5","ind_var5","abs_f_diff_saldo_medio_var5_ult13","var15_ratio","num_var30","sald0_quantile_diff_1","var38_ratio","num_quantile_diff_3","num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.843086","0.837311","0.839834","0.828184","0.818127","0.831662","0.831489","0.826657","0.836108","0.848274"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_med_var45_ult3","new_num_var30_0","num_med_var22_ult3","f_diff_imp_op_var39_comer_ult13","new_ind_0_group5_sum","var15_ratio","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_ult13","f_num_non_zero_sum_ind","imp_op_var41_comer_ult1","var38","new_num_group5_sum","imp_op_var41_ult1","max.saldo","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","f_num_quan_70_sum_saldo","new_ftr_ult1_ult3_ratio_imp_op_var39_efect","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult1","var15","num_var22_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_prcnt","new_ind_sum","var38_ratio","f_diff_var_15_var_36_less_60","f_num_3_sum_num","saldo_medio_var5_ult3","new_ind_var5_0","f_diff_saldo_medio_var5_ult13","new_num_prcnt","abs_f_diff_saldo_var5_42","num_var22_hace3","num_meses_var5_ult3","new_num_sum","0.84349","0.842957","0.840189","0.804161","0.837392","0.832766","0.841385","0.825882","0.837249","0.826292"
"num_quantile_diff_1","abs_f_diff_num_var30_4","n0","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","new_num_group5_prcnt","new_num_group5_sum","abs_f_ratio_num_var30_saldo_var30","saldo_var30","new_num_sum","sald0_quantile_diff_3","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var42","var38_ratio","num_var30","saldo_medio_var5_ult3","var38","new_num_var30_0","new_ftr_ult1_ult3_ratio_num_var45","f_diff_var_15_var_36_rank","num_var35","var36","f_ratio_num_var42_saldo_var42","num_var45_ult1","num_var22_hace3","f_diff_var_15_var_38","f_diff_num_var30_4","saldo_medio_var8_ult1","num_meses_var39_vig_ult3","f_num_quan_70_sum_saldo","saldo_var5","f_diff_num_var22_ult3_num_med_var45_ult3","num_quantile_diff_3","num_meses_var5_ult3","f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var30","f_diff_var_15_var_36_cutpoint_smaller","0.844262","0.817421","0.812938","0.817871","0.818206","0.831151","0.83862","0.809568","0.834579","0.848459"
"f_diff_num_var45_ult13","num_var4","sald0_quantile_diff_3","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","var15","num_var5","saldo_medio_var8_ult1","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","imp_op_var41_comer_ult3","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_ult13","num_var22_hace2","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult3","f_diff_imp_op_var41_efect_ult13","new_ind_var30_0","var15_ratio","f_num_non_zero_sum_ind","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace2","saldo_medio_var5_ult1","num_var22_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_sum","nonzerocount.num","saldo_var8","saldo_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","num_var45_ult3","saldo_medio_var5_hace3","new_num_sum","ind_var30","f_diff_var_15_var_36_cutpoint_smaller","0.843497","0.842434","0.838796","0.825781","0.838511","0.833127","0.840075","0.825672","0.83675","0.848698"
"f_diff_saldo_medio_var5_ult13","new_ind_var5_0","saldo_var8","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_comer_ult3","imp_op_var41_ult1","new_ind_group5_sum","ind_var5","imp_trans_var37_ult1","imp_op_var41_efect_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","var15_ratio","new_ind_sum","new_num_group5_sum","var36","new_ftr_ult1_ult3_ratio_num_var22","sald0_quantile_diff_1","sald0_quantile_diff_3","sald0_quantile_diff_2","var15","var38","new_ind_var30_0","num_var4","saldo_var30","f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace3","abs_f_diff_saldo_var5_30","ind_var30","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var5","f_ratio_num_var42_saldo_var42","f_diff_num_var30_4","num_quantile_diff_3","f_num_non_zero_sum_ind","0.843154","0.835832","0.830501","0.82113","0.8376","0.830397","0.838237","0.812157","0.836463","0.831804"
"imp_trans_var37_ult1","f_diff_var_15_var_36_less_60","num_var4","new_num_sum","var36","new_ftr_ult1_ult3_ratio_num_var45","var15_ratio","ind_comb_rank","f_diff_imp_op_var41_efect_comer_ult1","ind_var5","abs_f_ratio_num_var30_saldo_var30","var15","num_quantile_diff_3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var5_0","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_8_ult11","num_meses_var39_vig_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","saldo_var30","num_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","f_num_3_sum_num","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_38","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_ult13","f_diff_num_var30_4","new_num_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","abs_f_ratio_num_var5_saldo_var5","saldo_var42","new_ind_0_group5_sum","num_of_used","0.842307","0.835715","0.829167","0.818075","0.823639","0.830614","0.83928","0.82657","0.833481","0.830695"
"nonzerocount.num","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","f_diff_imp_op_var41_efect_comer_ult1","imp_op_var39_comer_ult1","saldo_medio_var5_hace2","new_num_prcnt","num_meses_var5_ult3","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_3_sum_num","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_larger","new_num_sum","f_num_non_zero_sum_ind","new_num_group5_prcnt","f_diff_var_15_var_36_less_60","saldo_var37","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_num_var22","saldo_medio_var8_ult3","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult3","new_ind_var30_0","new_num_var30_0","num_var45_hace3","n0","var36","num_var30","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_sum","abs_f_diff_num_var30_4","max.saldo","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","0.834972","0.808836","0.814806","0.817749","0.831076","0.820433","0.82734","0.817953","0.826144","0.840787"
"saldo_medio_var5_ult1","var36","f_diff_var_15_var_36_rank","ind_var30","f_diff_num_var30_4","new_ind_sum","saldo_medio_var5_hace3","num_var45_hace3","abs_f_diff_num_var30_4","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_ult13","num_of_used","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var8","new_num_group5_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var37","ind_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var5","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","n0","ind_comb_rank","new_ind_group5_sum","saldo_var30","abs_f_diff_saldo_var5_30","var15","f_diff_num_var22_ult3_num_med_var45_ult3","nonzerocount.saldo","abs_f_diff_imp_op_var41_efect_comer_ult1","imp_op_var41_comer_ult1","num_var22_hace2","0.842384","0.835449","0.825298","0.819334","0.837032","0.8142","0.831378","0.809676","0.833867","0.848772"
"new_ftr_ult1_ult3_ratio_num_var22","num_var45_ult1","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult3","new_num_group5_prcnt","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.num","ind_comb_rank","f_diff_num_var30_4","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_ult13","saldo_medio_var8_ult3","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_efect_ult3","var15_ratio","num_var4","new_num_prcnt","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","n0","num_var45_hace3","ind_var30","saldo_var5","f_diff_var_15_var_36_cutpoint_smaller","new_ind_sum","f_diff_var_15_var_36_rank","var38","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_42","0.84217","0.842199","0.834939","0.820583","0.81917","0.830054","0.829493","0.809068","0.813053","0.848473"
"f_diff_var_15_var_38","max.saldo","new_ind_sum","num_quantile_diff_1","var15","var38_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var41_efect_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var22","new_num_group5_sum","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_less_60","imp_trans_var37_ult1","ind_comb_rank","f_num_non_zero_sum_ind","f_diff_num_var45_ult13","num_var35","saldo_medio_var5_hace2","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_ult1","num_var30","n0","f_diff_saldo_medio_var5_8_ult11","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_efect_ult3","new_ind_var30_0","ind_var5","abs_f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","saldo_var37","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var30_0","saldo_var5","saldo_medio_var5_ult3","new_num_sum","abs_f_ratio_num_var5_saldo_var5","0.844119","0.844331","0.83969","0.82115","0.838894","0.83328","0.842577","0.828113","0.837018","0.841298"
"num_var22_hace2","saldo_var30","num_var22_ult3","num_var5","f_diff_num_var45_ult13","saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_2","abs_f_diff_saldo_medio_var5_8_ult11","max.saldo","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace3","var38","nonzerocount.saldo","num_var4","new_num_var5_0","sald0_quantile_diff_1","var38_ratio","num_med_var45_ult3","saldo_medio_var5_ult3","new_ind_0_group5_sum","saldo_medio_var8_ult3","new_num_group5_sum","new_num_var30_0","abs_f_ratio_num_var30_saldo_var30","num_var30_0","saldo_var8","ind_var30","imp_trans_var37_ult1","new_ind_var5_0","num_of_used","new_num_group5_prcnt","num_meses_var5_ult3","num_var22_ult1","saldo_medio_var5_hace2","num_meses_var39_vig_ult3","var15_ratio","0.844083","0.843017","0.839481","0.809577","0.840587","0.812744","0.84115","0.806695","0.835564","0.848799"
"saldo_var5","num_var4","f_diff_num_var30_4","num_var42","var38_ratio","abs_f_diff_saldo_var5_30","new_num_group5_prcnt","imp_op_var41_comer_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","new_num_group5_sum","ind_var5","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var30_0","num_var45_ult1","f_diff_var_15_var_36_rank","new_ind_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","num_var30","saldo_var42","f_diff_imp_op_var41_comer_ult13","new_ftr_ult1_ult3_ratio_num_var45","num_med_var45_ult3","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace2","abs_f_diff_saldo_var5_42","num_meses_var39_vig_ult3","new_ind_var30_0","new_ind_sum","num_meses_var5_ult3","saldo_medio_var5_ult3","imp_op_var39_efect_ult3","f_diff_var_15_larger","num_quantile_diff_1","imp_op_var39_efect_ult1","0.843801","0.839847","0.837673","0.828204","0.837211","0.828461","0.839709","0.815127","0.819757","0.84774"
"new_num_var30_0","num_var45_hace3","saldo_medio_var8_ult1","num_var4","new_num_prcnt","imp_op_var39_comer_ult1","f_diff_var_15_var_36_less_60","imp_trans_var37_ult1","max.saldo","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var42","f_diff_saldo_medio_var5_ult13","f_diff_num_var30_4","var36","f_ratio_num_var42_saldo_var42","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_med_var22_ult3","num_var45_hace2","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.saldo","new_ind_group5_sum","var38_ratio","new_ind_var30_0","imp_ent_var16_ult1","saldo_var30","num_var5","ind_var5","num_quantile_diff_3","n0","new_ind_sum","num_of_used","var15_ratio","saldo_medio_var5_hace3","ind_var30","0.827896","0.836267","0.839317","0.826792","0.836168","0.832047","0.839574","0.80963","0.835767","0.847694"
"new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","var15","num_var35","saldo_medio_var8_ult3","f_diff_var_15_larger","imp_op_var41_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_1","new_num_sum","var36","saldo_var42","num_meses_var5_ult3","f_num_non_zero_sum_ind","abs_f_diff_imp_op_var41_efect_comer_ult1","saldo_var30","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult1","ind_var5","ind_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_38","abs_f_diff_num_var22_ult3_num_med_var45_ult3","var15_ratio","abs_f_ratio_num_var30_saldo_var30","var38","new_ind_group5_sum","f_diff_var_15_var_36_less_60","f_num_quan_70_sum_saldo","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_ratio_num_var42_saldo_var42","new_ind_var5_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_of_used","new_num_prcnt","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.835097","0.836624","0.836705","0.821597","0.838092","0.830906","0.838931","0.826587","0.825853","0.841146"
"f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult1","abs_f_diff_saldo_medio_var5_ult13","num_med_var45_ult3","new_ind_0_group5_sum","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var5","new_num_var30_0","new_num_group5_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","imp_op_var39_comer_ult1","num_var30","abs_f_diff_saldo_var5_42","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","ind_var5","f_num_3_sum_num","new_num_sum","num_var22_ult1","new_num_group5_sum","new_num_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","imp_op_var41_efect_ult3","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","n0","saldo_medio_var5_ult3","max.saldo","var38","f_diff_var_15_var_36_less_60","f_num_non_zero_sum_ind","imp_op_var41_efect_ult1","num_var42","imp_op_var41_ult1","var38_ratio","0.842516","0.83656","0.841228","0.804903","0.822663","0.814653","0.841075","0.828189","0.826681","0.849077"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var5","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_8_ult11","new_num_var30_0","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","num_var30_0","num_of_used","saldo_var30","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_rank","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","num_med_var22_ult3","saldo_medio_var5_hace2","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","f_num_quan_70_sum_saldo","new_ftr_ult1_ult3_ratio_num_var22","num_var22_ult1","abs_f_ratio_num_var30_saldo_var30","ind_var30","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_42","saldo_medio_var8_ult1","saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var8_ult3","num_var4","num_var30","num_var5","ind_var5","sald0_quantile_diff_3","imp_op_var39_ult1","imp_op_var39_comer_ult1","f_diff_saldo_medio_var5_8_ult11","0.826558","0.817911","0.820847","0.815092","0.816586","0.824223","0.832576","0.818289","0.829097","0.841666"
"new_num_var5_0","num_var4","f_diff_num_var30_4","new_num_group5_prcnt","new_ind_var30_0","f_diff_num_var22_ult3_num_med_var45_ult3","max.saldo","num_var22_ult3","new_ftr_ult1_ult3_ratio_num_var22","num_var22_hace3","ind_var30","saldo_medio_var5_hace2","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_ult13","num_of_used","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_8_ult11","new_num_var30_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var30","n0","abs_f_ratio_num_var30_saldo_var30","nonzerocount.num","imp_trans_var37_ult1","num_var45_ult1","num_med_var45_ult3","nonzerocount.saldo","f_diff_imp_op_var41_efect_comer_ult1","imp_op_var39_efect_ult1","new_num_prcnt","var38_ratio","var15_ratio","saldo_var30","var15","new_ind_group5_sum","0.83557","0.845049","0.839054","0.829285","0.839574","0.832767","0.841649","0.828307","0.82401","0.849441"
"new_num_prcnt","new_ind_group5_sum","f_num_non_zero_sum_ind","num_var22_ult1","new_num_group5_prcnt","new_num_0_group5_sum","f_diff_saldo_medio_var5_ult13","ind_var30","f_diff_var_15_larger","f_diff_var_15_var_36_less_60","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace2","num_of_used","nonzerocount.num","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","saldo_var42","num_var22_hace3","new_num_sum","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","num_var22_hace2","ind_comb_rank","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_efect_ult3","saldo_medio_var5_hace3","var15","var36","new_num_var8_0","new_num_var30_0","var15_ratio","saldo_medio_var5_ult1","imp_op_var41_efect_ult1","abs_f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","new_ind_0_group5_sum","abs_f_diff_saldo_var5_30","new_num_group5_sum","0.837117","0.830568","0.831079","0.828433","0.840856","0.8333","0.834059","0.828252","0.83585","0.850655"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","f_diff_num_var22_ult3_num_med_var45_ult3","max.saldo","ind_comb_rank","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var30_4","imp_op_var39_ult1","var15","num_med_var45_ult3","new_num_group5_sum","num_meses_var5_ult3","new_ind_sum","saldo_var30","var38_ratio","new_num_prcnt","sald0_quantile_diff_3","new_ind_group5_sum","f_diff_var_15_larger","imp_op_var41_comer_ult3","abs_f_diff_saldo_var5_30","num_quantile_diff_1","new_num_0_group5_sum","new_ind_var5_0","saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_42","imp_op_var41_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","abs_f_diff_num_var30_4","new_num_var5_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_of_used","f_num_quan_70_sum_imp","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_ult1","new_num_var30_0","0.841371","0.844718","0.837908","0.816178","0.822226","0.832747","0.842068","0.826842","0.837108","0.83031"
"abs_f_diff_saldo_var5_42","num_var22_ult3","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","new_num_group5_prcnt","new_ind_var30_0","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","num_var30","new_ind_group5_sum","f_diff_var_15_var_36_rank","nonzerocount.saldo","var15","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var5_0","new_num_prcnt","num_of_used","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.num","var38","var38_ratio","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_efect_ult3","f_num_quan_70_sum_saldo","saldo_medio_var5_hace3","f_diff_var_15_var_38","n0","abs_f_diff_num_var30_4","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_ult1","num_med_var45_ult3","imp_op_var41_ult1","abs_f_diff_saldo_var5_30","sald0_quantile_diff_2","saldo_medio_var8_ult1","abs_f_ratio_num_var5_saldo_var5","0.842902","0.823479","0.840197","0.827795","0.816732","0.833638","0.841996","0.828284","0.835302","0.850597"
"var38_ratio","f_diff_var_15_var_38","saldo_medio_var5_ult1","saldo_medio_var5_hace3","num_var45_ult3","abs_f_diff_saldo_var5_30","n0","saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var5","f_num_quan_70_sum_saldo","num_of_used","abs_f_diff_num_var30_4","new_ind_var30_0","var38","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","new_ind_0_group5_sum","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","new_num_prcnt","var15","f_diff_saldo_medio_var5_ult13","saldo_medio_var8_ult3","max.saldo","f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_2","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var30","f_num_3_sum_num","saldo_var8","new_num_sum","sald0_quantile_diff_3","ind_var30","0.830623","0.83256","0.837729","0.822384","0.836228","0.816922","0.838374","0.813336","0.820917","0.840793"
